index,sentence_1,sentence_2,calculated_similarity,actual_similarity
1236,i cant wait to see where things go from here,cant wait to read heir of fire to see what happens next,0.79840714,0.688
1237,thus far the wind was rather warm and the rain as though heated,as yet the wind gusts were more like hot and hot,0.7754859,0.688
1238,a cute light read a bit predictable but still engaging,overall it was an enjoyable read,0.6221742,0.688
1239,specific provisions on the treatment of particular territorial features,this standard does not establish any specific transitional provisions,0.7080978,0.688
1240,what a great ending to a fantastic series,but the ending was great and happy,0.74834,0.688
1241,interesting start to a new series by saintcrow,this is the first book in the series by lillith saintcrow the author of the dante valentine books,0.5577581,0.688
1242,were going to put 100 million miles between us and that madman,well move away from this fool for hundreds of millions of miles,0.7139503,0.688
1243,do your best to deal with the situation,show your best efforts to put up with it ,0.79213285,0.688
1244,and yet the titanic story is the one that holds up to scrutiny of the evidence,the new study shows that the titanic story does not stand up to scrutiny imo,0.84707236,0.688
1245,better make it quick cause i gotta cut these two loose pretty soon,well hurry up ill have to release them soon,0.6573865,0.688
1246,it doesnt surprise me that somebody stole that car,im not surprised the car was stolen,0.71675,0.688
1247,at the banquet  banquo s ghost enters and sits in macbeth s place ,the ghost of banquo  whom he kills  haunts him at an important banquet ,0.5942997,0.688
1248,a woman is slicing garlics,a woman is slicing an onion,0.8605007,0.688
1249,an african tribe is standing in their garden with the forest in the background,a public gathering of sorts consisting mainly of people of an african descent,0.63069904,0.688
1250,he soon awakened in mictlan to meet the aztec god of death mictlantecuhtli and the aztec god of dreams tezcatlipoca ,he later wakes up in the land of the dead  mictlan  where the aztec gods mictlantecuhtli and tezcatlipoca sacrifice him ,0.80172354,0.688
1251,once a cheater always a cheater,who wants to date a cheater,0.7703424,0.688
1252,as a librarian i can only imagine having the ability to actually pull things from books,a must for any fantasy loving librarian,0.6500828,0.688
1253,gravitational energy is the potential energy associated with gravitational force ,gravitational potential energy cause s objects to move towards each other ,0.8180042,0.688
1254,he looked melancholic and walked quietly away,i looked at him and he turned away from me,0.69601107,0.688
1255,the 1972 atlantic hurricane season officially began on june 1  1972  and lasted until november 30  1972 ,the 1963 atlantic hurricane season officially began on june 15  1963  and lasted until november 15  1963 ,0.99110204,0.688
1256,people ride and paddle a raft,four people are floating on a raft,0.61572576,0.688
1257,jane yellowrock is one of my favorite heroines,so i am back on the jane yellowrock train,0.5909153,0.688
1258,if you are not talking about american idol i do not know,if you are talking about american idol then it was chicken little,0.8855278,0.688
1259,creates shortcuts to the items you have copied or cut into the selected location,on the selected site a shortcut will create a copy of the copied or deleted items,0.8340527,0.688
1260,six people are seated at a restaurant table and looking into the camera,a group of people sitting at a restaurant table,0.82757133,0.688
1261,have you heard of hobbies,try to find joy in her hobbies,0.69401187,0.688
1262,following his death in 1994  he was succeeded by his son kim jongil ,his son kim jongil is the current ruler of north korea ,0.69180906,0.688
1263,a young man jumps in the air on a skateboard,this man is jumping over a shopping cart on a skateboard,0.7672497,0.688
1264,ive only seen the likes of her in museums,i only saw it at the museum,0.72057605,0.688
1265,a skateboarder on a city street,a skateboarder in the air at a big outdoor ramp,0.61697316,0.688
1266,tropical storm jose was a shortlived tropical storm which made landfall in central mexico during august 2005 ,tropical storm jose was a tropical storm that lived for a very short time from august 22 to august 23 ,0.8521497,0.688
1267,the caracal  despite sometimes being called persian lynx or african lynx  does not belong to this genus ,the caracal or desert lynx and the jungle cat are similar to the lynx  but they are not much of a relative ,0.82993203,0.688
1268,my apologies to the prosecution and the court,im sorry about the lawsuit and the trial,0.621765,0.688
1269,that is the key and the rest will follow,just be yourself and the rest will follow,0.8305555,0.688
1270,the earliest instances of marathi literature is by sant jnyaneshwar with his bhawarthadeepika ,an early piece of marathi literature is bhawarthadeepika by dnyaneshwar ,0.7769219,0.688
1271,how are we supposed to wait for book four with the ending,i cant wait for the silver mask to come out so i can find out what happens next,0.7328998,0.688
1272,i enjoy a lot from both david bowie and pink floyd,pink floyd 3 was an amazing performance in the sky,0.6400946,0.688
1273,albas is a commune in the aude department in southern france ,albas  aude is a commune of 59 people ,0.66491216,0.688
1274,it is due to them not truly being in love with you,because they really dont love you,0.81765974,0.688
1275,there was a lot of information that i did not find helpful at all,it is wella whole bunch of stuffik ik that did not help at allbut so what,0.8219235,0.688
1276,wood poles lean and smell old thirtyyearold wood,the wooden pillars lie and the oldfashioned old wood,0.7329902,0.688
1277,hofmannsthal s libretto is a combination of different forms of the german language ,the language used by hofmannsthal changes according to who is speaking ,0.5936555,0.688
1278,you can search for it at the following websites allposterscom ebaycom or yahoocom,allposterscom ebaycom just do a search on yahoooooooooooooooooooooooo,0.7378514,0.688
1279,this isnt normally the style of book that i read but i liked the complexity of it and how different it was for me,its captivating and interesting but for what i wanted at the current moment when i read it its nothing like i expected,0.8770761,0.688
1280,ive never really said thank you for coming with me,no one has ever told me thanks for going in with me,0.84500223,0.688
1281,choose how you want your organization chart page to look,select the layout page of the organization diagram page,0.63425523,0.688
1282,so they turn their attentions to the demon alone,together they form an uneasy alliance to hunt and destroy a demon of tremendous power,0.6187975,0.688
1283,on the left beneath the large squares the words good luck appear,left side below the big squares good luck,0.855967,0.688
1284,it has been the home of aston villa football club since 1897 ,it is the current home stadium of aston villa ,0.78581184,0.688
1285,sbrenn01 marklevinshow what diversity conservatives are racist i am one i love trump,nbcnews realdonaldtrump or the white house trumpforpresident,0.40324095,0.688
1286,written well but without action and joyce carol oates dialogue where i think she is the strongest i was bored,it hurts to say this but joyce carol oates bored me with her demon child tale,0.7324191,0.688
1287,a man playing with a soccer ball as two others look on in a large expanse of grass,two men one in a red jersey holding a ball and the other in a blue jersey run on a grassy field,0.7666445,0.688
1288,its motto is  improving the health  safety  and wellbeing of america  ,he was also active in improving health care and expanding clinics for veterans ,0.604857,0.688
1289,this is when lilah is struck by lightning,at her mothers wedding delilah is struck by lightning,0.7457218,0.688
1290,she has a small injury to her spleen,hes just got a little spleen injury,0.7033553,0.688
1291,she could never have done all of this as ellen,as ellen would never have,0.9006335,0.688
1292,the writing is fluid and she always manages to makes us feel a myriad of emotions while reading her stories,the writing is so beautifully done one hell of a short story,0.735397,0.688
1293,in these private saunas swimsuits or towels are never worn ,in other cultures swimsuits are not be worn ,0.80585617,0.688
1294,do a search gotta be some out there somewhere,search for it somewhere maybe google or something,0.8313813,0.688
1295,lenny weakened to a tropical depression in the open atlantic two days later and dissipated on november 23 ,strong wind shear weakened the storm  and debby dissipated on august 27 over the northern atlantic ocean ,0.7518928,0.688
1296,salt licks placed nearby can prevent porcupines from injuring themselves ,salt licks placed nearby can stop porcupine damage ,0.8182537,0.688
1297,saw a bit of hillaryclinton s speech  i was proud to hear her plans for policy improvements in our justice system thanks,my dad told me hes voting for hillary im so proud lol,0.6114669,0.688
1298,a receipt must be obtained as proof of submission signed and dated by an official in the department mentioned below,the official in the section below will sign and affirm the receipt date of receipt of the receipt as proof of the application,0.84985673,0.688
1299,a man fishing from the shore in the winter time,a young woman is fishing from a pier at sunset,0.75828725,0.688
1300,fallon is awesome and a great match for jeff,i loved reading more about jeff and fallon,0.662562,0.688
1301,a man wearing a blue coat and jeans eating a hotdog,a man eating a awkward shaped hotdog on a mini sized bun,0.6509811,0.688
1302,the kiribati national football team is the national football team of kiribati and is controlled by the kiribati islands football association ,the iraqi national football team is the national team of iraq and is controlled by the iraq football association ,0.8241938,0.688
1303,requiem for a dream is a 2000 film adaptation of the 1978 novel of the same name ,requiem for a dream is an american drama film that was released in 2000 ,0.7887938,0.688
1304,max mirnyi is a professional tennis player from belarus ,natalya  natasha  zvereva is a retired tennis player from belarus ,0.82890064,0.688
1305,from the call of cthulhu this short story was written december 1919,page 153 the madness from the sea is the third part of the call of cthulhu,0.7018303,0.688
1306,the worlds smallest violin playin just for the waitresses,worlds smallest violin and its playing just for you,0.85240525,0.688
1307,in 1974  india conducted an underground nuclear test and five more tests in 1998  making india a nuclear state ,india has also done nuclear tests in 1974 and 1998  and it is one of the few countries that has nuclear bombs ,0.8191204,0.688
1308,i have this song stuck in my head,cherry bomb gets stuck in my head a lot,0.73222595,0.688
1309,shes romantically linked with a rebellious disenfranchised son of texas,hes dating a rebel an electionfree kid from texas,0.6776752,0.688
1310,rock bands began adding elements of funk to their sound  creating new combinations of  funk rock  and funk metal ,in the later 1980s  two new styles of funk developed called  funk rock  and funk metal ,0.8986958,0.688
1311,they are a premiere band and my favorite song of theirs in brain stew,they are the best band in the whole world though brain stew is my favorite song,0.9030281,0.688
1312,there are plenty of fish in the sea keep looking,try to move on remember that there are other fish in the sea,0.8873502,0.688
1313,boxes of dusty rocks occupied the little space that wasnt covered with books and paper,the small place which was not filled with books and papers occupied the crates with dusty stones,0.8738164,0.688
1314,im sure it was but shes obviously made a full recovery,she certainly has suffered but she has clearly recovered from it,0.6556872,0.688
1315,it would be best to stop it now,its better to stop it from the beginning,0.7716042,0.688
1316,this category contains articles about taxa above the family in the order testudines  the turtles ,this category is for reptiles of the order testudines  the turtles ,0.79695076,0.688
1317,later in his career  he is known to have won a prestigious  top ten hong kong dance award  ,in 2004  a string of concert dates earned kwok a hong kong dance award presented by the hong kong dance alliance ,0.7297716,0.688
1318,yet he does not react when confronted with his favorite food,still she doesnt respond to her favorite meal,0.7093485,0.688
1319,can not load the accounting ruleset 1,no rules could be loaded for posting  1,0.6843577,0.688
1320,start thinking about your new wife,start with asking your wife and go from there,0.82341,0.688
1321,ill get the car picked up from the woods,im going to the woods for the car,0.75759727,0.688
1322,just go to itunes and find ipod and put the music on it again,connect the ipod to the computer open itunes and find the music store,0.84271896,0.688
1323,to suit the interests of the teatro de la zarzuela  the orchestra underwent gradual restructuring to regain its quality ,after franco s death the orchestra became the official orchestra for the teatro de la zarzuela ,0.7764531,0.688
1324,he rose to national prominence as an sds leader in 1968 and 1969 ,in 1968 and 1969  ayers became wellknown as a head of the sds ,0.62823576,0.688
1325,i love that movie especially when performed as a play we should start a fan club,maybe you could start you own site fan club i know i love the show,0.84155875,0.688
1326,atticus is every high school boys hero,you see atticus is my kind of man,0.5090145,0.6779999999999999
1327,important to note are the spectacular changes in handwriting style tone point of view,conspicuous changes to writing style and opinions are important,0.7360044,0.6659999999999999
1328,realize the truth of the matter,this is the honest truth,0.7701408,0.6659999999999999
1329,during this period  powerful feudal lords encouraged the establishment of serfdom as a source of agricultural labor ,during this time  feudal lords worked to make serfdom the common way for people to live ,0.80043256,0.6659999999999999
1330,a woman at a dinner table writing on her notebook,woman at table busy with something,0.7645261,0.6659999999999999
1331,kennedy ran  firing as he sought cover moving from tree to tree ,kennedy ran shooting from tree to tree with ned chasing him ,0.84526706,0.6659999999999999
1332,as mentioned above this book is very typical molly harper,this was a very typical molly harper book a cute and humorous paranormal romance,0.7304816,0.6659999999999999
1333,helsinki is also an important regional city on the baltic sea and northern europe ,a poetic name for helsinki is  the daughter of the baltic sea  ,0.67396086,0.6659999999999999
1334,theres nothing higher than us for miles or whatever you call those things,miles or whatever it is called is no higher than us,0.88617146,0.6659999999999999
1335,man in an orange vest is sitting down in front of a computer at a desk,a man in an orange shirt is talking into a mic by a computer,0.80017936,0.6659999999999999
1336,to find the relative minor of a particular key go down a minor third from the tonic of the major key ,when a piece of music is in a major key  the relative minor means the minor key which has the same key signature ,0.880024,0.6659999999999999
1337,what was that intended to accomplish,what was the point of that,0.76446635,0.6559999999999999
1338,it is not an si unit but is accepted for use with the si ,unlike the second  the hour is not an si unit ,0.84878564,0.6559999999999999
1339,overall i truly enjoyed the book,i giggled through most of this book,0.6750839,0.6559999999999999
1340,believe mei wont let it out of my sight,trust me ill keep my eyes out of it,0.7416821,0.6559999999999999
1341,between 1898 and 1901 he was a choral coach and subsequently an assistant conductor at the bayreuth festival ,he helped opera singers to learn their music  and became assistant conductor at the bayreuth festival ,0.7980172,0.6559999999999999
1342,you cannot win domestic wars even nonviolent ones through legal processes alone,internal war even nonviolent cannot be won only with the help of law and law,0.83131236,0.6559999999999999
1343,i was acquainted my sister was governess in his family,we were acquaintances my sister was among them,0.75125873,0.6559999999999999
1344,i have the same problem,yes that is certainly a problem,0.7021139,0.6559999999999999
1345,unable to delete the icon view configuration,the icon view encountered an error while starting up,0.6317891,0.6559999999999999
1346,is that a star of david bikini top,thats a sparkly star of david youve got,0.71210223,0.6559999999999999
1347,i have the same problem,i had to think about the problem,0.8664281,0.6559999999999999
1348,in the afternoon they came by a large town,they passed a great city this afternoon,0.7494619,0.6559999999999999
1349,a dam assault had been discussed at one of those meetings,one of them was talking about the attack on the dam,0.74825966,0.6559999999999999
1350,two crew workers in orange and yellow safety gear are holding a long thick road that runs over the edge of a structure,two construction workers in orange vests and helmets surrounded by yellow warning tape are working on mixing paint or concrete,0.7733052,0.6559999999999999
1351,dairy products are generally defined as foods produced from cow s milk ,yoghurt or yogurt is a dairy product produced by bacterial fermentation of milk ,0.74141514,0.6559999999999999
1352,pakistani taliban chief killed in us drone strike,funeral for pakistan taliban chief set to take place,0.71946347,0.6559999999999999
1353,octavian is thrown out  and sophie is sent to her room ,octavian has fallen in love with sophie  and sophie with him ,0.58117026,0.6559999999999999
1354,a dog and its owner takes a run,dogs playing with their owner by a pond,0.6139721,0.6559999999999999
1355,kim yuna began skating when she was seven years old with her older sister ,kim yuna was born in 1990 in bucheon  gyeonggido  and moved to gunpo when she was 6 years old ,0.815331,0.6559999999999999
1356,they aint going to sink this battleship no way,no way shes drowning this ship,0.6979194,0.6559999999999999
1357,i have nothing to do now that school is out for spring break,im going back to uk because spring break is over,0.76907057,0.6559999999999999
1358,during his reign as regent  zhuge liang set shu han s objective as to restore the han dynasty ,after the death of liu bei  zhuge liang became the chancellor of shu han under liu shan  liu bei s son ,0.7485184,0.6559999999999999
1359,it carries with it a very distinctive feeling no,he brings a pretty specific feeling doesnt he,0.76750845,0.6559999999999999
1360,i think this is the essence of lovecraft horror on the grandest scale,however if youre only a casual horror fan id skip lovecraft,0.60140485,0.6559999999999999
1361,ethan and merit fight again ugh i hate this,there is no way no way at all ethan could be this old and this immature,0.56056345,0.6559999999999999
1362,praise to district court judge larry hendricks for blocking that ridiculous antiabortion law in kansas,your life your body your choice womenshealth womensrights,0.30778635,0.6559999999999999
1363,resh is the twentieth letter of many semitic alphabets  including phoenician  aramaic  hebrew and arabic alphabet ,samekh or simketh is the fifteenth letter in many semitic alphabets  including phoenician  hebrew  and aramaic  representing ,0.86049026,0.6559999999999999
1364,so im not married i dont think im ever gonna get married,and i guess ill never get married,0.8237884,0.6559999999999999
1365,president mills must quit  lecturer,president john evans attamills must resign now npp germany,0.44026944,0.6559999999999999
1366,especially in business archives  records management is separate from the historic aspect of archives ,archives are different from libraries in that archives hold records which are unique ,0.8428692,0.6559999999999999
1367,just go to itunes and find ipod and put the music on it again,of course then just put them on your ipod and voila,0.8146837,0.6559999999999999
1368,click on the media player then start ripping stuff from the disk let it finish and you are done,meadia player click it start riping stuff out of da disk yor r done let it finsh ,0.84071195,0.6559999999999999
1369,as the number of protons increases  so does the ratio of neutrons to protons necessary to ensure a stable nucleus ,for this reason  one or more neutrons are necessary for two or more protons to be bound into a nucleus ,0.78107166,0.6559999999999999
1370,they won 2002 world junior figure skating championships  completing their set of medals from that event ,they won a medal of every color at the world junior figure skating championships between 2000 and 2002 ,0.898575,0.6559999999999999
1371,as of 2000  the population was 15342 ,the population of sherwan is over 15000 ,0.85651004,0.6559999999999999
1372,she was buried in westminster abbey ,she was also buried at the speyer cathedral ,0.8222805,0.6559999999999999
1373,well its got its own web site,all right they got it on the website,0.68516815,0.6559999999999999
1374,see old shawneetown  illinois for the historical village ,shawneetown is a city of illinois in the united states ,0.64292055,0.6559999999999999
1375,realdonaldtrump its admirable how youre willing to lose sponsors for the greater good weve longed for voice like yours,just want to give a big shoutout to my 1 man these days realdonaldtrump get er done big guy,0.74428123,0.6559999999999999
1376,neither practice is especially common among lesbians  however ,it does not usually happen with lesbians  however ,0.7223998,0.6559999999999999
1377,then children step up for their parents,parents care about kids and kids then about parents,0.7540028,0.6559999999999999
1378,some of the films on this list are also considered to be  auteur  films  independent films  or experimental films ,some people call them art movies  independent films  indie films  arthouse films  auteur films or experimental films ,0.8906674,0.6559999999999999
1379,you were going to have a few friends over,werent there just some of your friends,0.8242924,0.6559999999999999
1380,a basketball player wearing an orange uniform looks backwards,the basketball player is wearing orange sneakers,0.8802289,0.6559999999999999
1381,deuce is having some trouble locating the wand,its deuces problems to locate his wand,0.7587064,0.6559999999999999
1382,here is a good website to visit,visit the website ultimateguitarcom and search for the tabs,0.7035539,0.6559999999999999
1383,immediately below me a large chamber had been laid open,the large chamber was now beneath me,0.79350245,0.6559999999999999
1384,from far away you feel silence and darkness approaching,the distance comes dark and quiet,0.6477063,0.6559999999999999
1385,none of her fans do why,just enjoy her music but non of her fans why,0.82705224,0.6559999999999999
1386,i still find it unbelievable how much better the show is,maybe i just like the tv show better,0.79912865,0.6559999999999999
1387,deeper than midnight is the story of hunter and corinne,and truly i loved it especially the way we see hunter and corinne kiss in a little new orleans bar for their very first time,0.5972906,0.6559999999999999
1388,how can you be against abortion and also want to take away all the free birth control clinics for the poor how,coming from a female that was taken away the ability to have children i still believe women should have the ability to choose,0.79739755,0.6559999999999999
1389,a young child stands on a rock near a pond,the young child sits upon the rocks at the park,0.8072606,0.6559999999999999
1390,i do not believe so you will have to decide,not really you have to be the judge,0.83409685,0.6559999999999999
1391,the town of lexington was established on may 6  1782  by an act of the virginia general assembly ,a fort was begun at the same spot in 1779  and by 1782 there was a town here known as lexington  virginia ,0.79588264,0.6559999999999999
1392,the british launched two unsuccessful counterattacks but fought off italian attacks on two further hills ,the british launched two unsuccessful counterattacks but the next day were forced to abandon two other nearby hills ,0.8533183,0.6559999999999999
1393,at six o clock in the morning 1500 euro of drinks they did not eat,at 6 am i have to pay 1536 euros for food and drink,0.7317833,0.6559999999999999
1394,four boys are outside at a playground with a green and yellow ball,children dressed in green and yellow soccer uniforms run after a soccer ball,0.79012483,0.6559999999999999
1395,why dont u just check out his website,go to the lost website and check it out,0.7604179,0.6559999999999999
1396,air new zealand s route network focuses on australasia and the south pacific  with longhaul services to asia  europe and north america ,it flies mainly in australasia and south pacific  but it also has services to europe  north america and asia ,0.8688824,0.6559999999999999
1397,give me one minute let me just finish what i am doing here,just give me a second ill just do something,0.8550009,0.6559999999999999
1398,sweet dreams by linda winstead jones  this one was not so much romance as horror,linda winstead jones sweet dreams brought action to the book that was an unexpected delight,0.8503663,0.6559999999999999
1399,a person in a orange jumpsuit working on a railroad tie,older man in orange jumpsuit holding a water hose,0.7334812,0.6559999999999999
1400,in january 1830 sturt s party reached the confluence of the murrumbidgee and a much larger river  which sturt named the murray river ,from there sturt used a small boat to travel down the river and reached the murray river on january 14  1830 ,0.84929895,0.6559999999999999
1401,an implementation mechanism for these rules c appropriate compliance monitoring mechanisms,c adequate mechanisms to monitor compliance with the rules,0.9011204,0.6559999999999999
1402,they go in and out a bit dont they,theyre going a little bit out there arent they,0.89031833,0.6559999999999999
1403,in practice  the drives are often the same ages  with similar wear ,in practice  however  the drives were often bought together ,0.8075377,0.6559999999999999
1404,i liked learning a little bit more about kate and henry james too,james feeds kates insecurity and is using kate to best henry plus james is manipulative,0.74828887,0.6559999999999999
1405,no security system could be that absolute under the circumstances,in such circumstances the absolute security system was not provided,0.9065449,0.6559999999999999
1406,i want donald trump to win the presidency so bad he cant be bought out like all the others and he sticks to his convictions,nbcnews realdonaldtrump or the white house trumpforpresident,0.51401037,0.6559999999999999
1407,a man in shorts skateboards down the street,a young man skateboards off a pink railing,0.7315496,0.6559999999999999
1408,soccer players are on a field one about to kick a ball and another trying to steal it from him,a soccer player in a red shirt kicks the ball while another player in a black shirt tries to stop him,0.78753924,0.6559999999999999
1409,im sorry about the quality of the pictures,its third or fourth generation from the quality,0.44667104,0.6559999999999999
1410,the fruit is thinly sliced and soaked or cooked in honey or sugar to create a chunky syrup ,this versatile dish is often topped with sugar  butter  fruit  syrup  or other items ,0.8474106,0.6559999999999999
1411,its acoustics changed abruptly it was as if it had suddenly become much larger,she suddenly had a different acoustics as if she had suddenly gotten bigger,0.84658474,0.6559999999999999
1412,i really liked vigholf and rhona,this book is also about rhona  vigholf,0.33639187,0.6559999999999999
1413,overall sandersons short story writing isnt as enthralling as his novellength writing,a much spookier story than most of sandersons work,0.52227515,0.6559999999999999
1414,freddy would win look what he did to jason,i sympathized with jason in the movie freddy vs jason,0.6714227,0.6559999999999999
1415,it was with difficulty that he achieved his signature,he signed up with the difficulties,0.738167,0.6559999999999999
1416,but kenzie seems to have given him a reason to lighten up,ethan with the help of kenzie is a tad less defensive a tad less sulky and whiny,0.55668,0.6559999999999999
1417,if youre a fan of ya fantasy look no further than krystal wades debut novel wildes fire,i am definitely rooting for love and light to win the day over darkness and looking forward to krystal wades future novels,0.68655735,0.6559999999999999
1418,children participate in a sack race,four children are playing together outside,0.4996088,0.6559999999999999
1419,of those  six became hurricanes  of which five became major hurricanes by reaching category 3 or higher on the saffir simpson scale ,hurricane felix was a destructive category 5 hurricane on the saffirsimpson hurricane scale  that struck central america in 2007 ,0.76815856,0.6559999999999999
1420,this stations supposed to be closed what were they doing here,why did they come to the closed station,0.8418994,0.6559999999999999
1421,a brown and black dog laying next to a colourful ball,a brown and black dog running to fetch a red ball,0.8532744,0.6559999999999999
1422,an escopetarra is a guitar made from a modified gun  used as a peace symbol ,the first escopetarra in 2003 was made from a winchester rifle and a stratocaster electric guitar ,0.6873132,0.6559999999999999
1423,he crossed the road with the cart,pedestrians and bikers crossing a busy street,0.49506673,0.6559999999999999
1424,i imagined kaylee hysterical and screaming,and kaylee has no idea why she is screaming,0.5031082,0.6559999999999999
1425,an outdoor market vendor reaches up with a pole to knock rainwater off of the tarp covering her stall,vendors are selling their goods in an outdoor food market while shoppers make purchases,0.58801985,0.6559999999999999
1426,port arthur was also the destination for juvenile convicts  receiving many boys  some as young as nine arrested for stealing toys ,it was for young boys  some as young as 9  like james lynch  arrested for stealing toys ,0.8407403,0.6559999999999999
1427,the amniotes spread across the globe and became the dominant land vertebrates ,almost all vertebrates that live mainly on land are amniotes ,0.689248,0.6559999999999999
1428,realize the truth of the matter,sorry but that is the truth,0.7793456,0.6559999999999999
1429,the cholistan desert adjoins the thar desert spreading into pakistani punjab province ,in pakistan s punjab province it is known as the cholistan desert ,0.7783782,0.6559999999999999
1430,as always never read a bad nora roberts yet,typical nora roberts as she draws you right in,0.70140094,0.6559999999999999
1431,a man by himself fishing in a river that runs through a city,a male is standing in a river and fishing and is holding a net,0.68171936,0.6559999999999999
1432,a woman is peeling a potato,a woman is slicing a tomato,0.8086623,0.6559999999999999
1433,cinder became cinderella and poor ella became nonexistent to her mother,a clever twist on the classic cinderella story,0.35672316,0.6559999999999999
1434,i need more izzy dex and romy,i also really liked dex izzy anderson and romy,0.8047313,0.6559999999999999
1435,the town of dobele has a cultural centre as well as a museum ,dobele is a town in latvia with town rights since 1917 ,0.63318646,0.6559999999999999
1436,how does that make this fan fiction,in my mind its fan fiction,0.71938777,0.6559999999999999
1437,niagara falls is divided into the horseshoe falls and the american falls ,the horseshoe falls are the largest out of the three falls ,0.8406817,0.6559999999999999
1438,a dizzying abyss suddenly opens before me,here it opens up a dizzying chasm,0.7604777,0.6559999999999999
1439,cause id tell you if i was,because i would have told you if i had one,0.84295344,0.6559999999999999
1440,even parodies of  i kissed a girl  are seeing chart success ,it s not even half as good as jill sobule s song  i kissed a girl   ,0.72537297,0.6559999999999999
1441,if there are dimensions to the thermodynamic space  then there are unique thermodynamic potentials ,in thermodynamics  thermodynamic potentials are parameters associated with a thermodynamic system and have the dimensions of energy ,0.87742907,0.6559999999999999
1442,its natural habitats are forest and woodland  primarily humid ,its natural habitats are subtropical or tropical moist montanes and rivers ,0.8050781,0.6559999999999999
1443,several battalions are grouped to form a regiment or a brigade ,more that one battalions are often make up a regiment or a brigade ,0.8639092,0.6559999999999999
1444,man looking at a computer screen in a lab coat,man with goatee looking at a computer screen,0.796889,0.6559999999999999
1445,the venture owns five oil refineries and more than 2100 filling stations in russia and ukraine,tnkbp has six oil producing units five refineries and 2100 filling stations,0.818159,0.6559999999999999
1446,and most recently the dreadful tale of prosper redding came along,the dreadful tale of prosper redding is perfect for this time of year,0.79764587,0.6559999999999999
1447,each story here has good balance of beautiful and dark messages,each story here has a beautiful message,0.86129624,0.6559999999999999
1448,but i loved it and hope the final version is published,i hope this book gets published soon cause i need to know what happens next,0.7880056,0.6559999999999999
1449,a black and white colored dog jumping around in a body of water,a dog is jumping over a stream of water on a sandy beach,0.7019552,0.6559999999999999
1450,it is file sharing by the way,if you use a file sharing program,0.754638,0.6559999999999999
1451,the brewery is renowned for its dark strong beers,in particular the production of strong dark beer was known,0.79637086,0.6559999999999999
1452,a laboratory is a facility that provides controlled conditions in which scientific research  experiments  and measurement may be performed ,a laboratory is a work place where scientific research  experiments  or measurement are done ,0.88249415,0.6559999999999999
1453,brazilian leader holds crisis talks on street protests,brazil leader promises reform vote,0.51934683,0.6559999999999999
1454,joshua bell made his carnegie hall debut in 1985 with the saint louis symphony orchestra ,in 1930  szell made his united states debut with the saint louis symphony orchestra ,0.88448966,0.6559999999999999
1455,nilo murtinho braga  best known as nilo was a brazilian footballer in forward striker role ,manuel marinho alves  best known as maneca was a brazilian footballer in striker role ,0.93173575,0.6559999999999999
1456,putin wins russian presidential election,polls open in russian presidential election,0.83186364,0.6559999999999999
1457,young man sleeping in chair inside large study room,a man with a beard sleeps in a chair computer banks behind him,0.704079,0.6559999999999999
1458,as others have said ten of six though not used in many english speaking areas would be understood as 550,ten of six probably means 550 but i have not heard it before,0.8195393,0.6559999999999999
1459,billy graham has conducted many evangelistic crusades since 1948 ,he has been to over 41 evangelistic crusades since 1948 ,0.77086127,0.6559999999999999
1460,whats that expression feeling good about the economy,how to express it good feeling is of economics,0.8321572,0.6559999999999999
1461,it was named in august 2003  from norse mythology  where ymir is the ancestor of all the jotuns or frost giants ,it was named in august 2003 from norse mythology  where suttung is a jotun or giant who once owned the mead of poetry ,0.8624654,0.6559999999999999
1462,jennifer l armentrout may be one of my most favorite new authors,its a jennifer l armentrout book so of course id love it,0.6981811,0.6559999999999999
1463,it swept out like lightning flash after flash,the glint behind the flash of lightning flashed,0.78520155,0.6559999999999999
1464,when stanwyck s film career declined in 1957  she moved to television ,barbara stanwyck was an american actress of film  stage  and television ,0.59756833,0.6559999999999999
1465,even the windows are blown from neighborhood buildings,surrounding buildings are damaged the windows of the surrounding buildings are broken,0.8095064,0.6559999999999999
1466,stream ciphers represent a different approach to symmetric encryption from block ciphers ,in modern cryptography  symmetric key ciphers are generally divided into stream ciphers and block ciphers ,0.88111687,0.6559999999999999
1467,i love a guy who makes me laugh alot,give him a smile or do something which makes her laugh at you,0.7593908,0.6559999999999999
1468,yara  treygan are awesome characters that i couldnt get enough of,yara got on my nerves for about the first third of the book,0.48764393,0.6559999999999999
1469,you can go to wwwbearsharecom to teach for and download songs,you visit the wwwbearsharecom or the wwwlimewirecom websites then you download,0.7657185,0.6559999999999999
1470,two dogs wrestle in the grass with a chain link fence in the background,a longhaired black and brown dog runs through the grass,0.62621415,0.6559999999999999
1471,the birth was a difficult one and it left the countess unable to conceive,the countess had a difficult birth and she couldnt bear any more,0.84262145,0.6559999999999999
1472,he and despina have the funniest and wittiest interactions,this made me love despina so much more than i did already,0.43644053,0.6559999999999999
1473,the opel sintra is a large mpv manufactured by general motors for the european market between 1996 and 1999 ,the opelvauxhall sintra is an large mpv produced by opel from 1996 to 2000 ,0.72149867,0.6559999999999999
1474,i didnt connect with the story and the parts that were supposed to be exciting just didnt do it for me,it didnt focus much on the love story but the part when each exposed their feelings was something felt it all the way thru,0.8703866,0.6559999999999999
