index,sentence_1,sentence_2,calculated_similarity,actual_similarity
1391,"The town of Lexington was established on May 6 , 1782 , by an act of the Virginia General Assembly .","A fort was begun at the same spot in 1779 , and by 1782 there was a town here known as Lexington , Virginia .",0.7264827489852905,0.6559999999999999
1392,The British launched two unsuccessful counterattacks but fought off Italian attacks on two further hills .,The British launched two unsuccessful counterattacks but the next day were forced to abandon two other nearby hills .,0.8544268012046814,0.6559999999999999
1393,At six o clock in the morning 1500 euro of drinks they did not eat.,"at 6 a.m., I have to pay 1536 euros for food and drink.",0.5568082928657532,0.6559999999999999
1394,Four boys are outside at a playground with a green and yellow ball.,Children dressed in green and yellow soccer uniforms run after a soccer ball,0.6027927398681641,0.6559999999999999
1395,why don't u just check out his website.,"Go to the Lost website, and check it out!",0.7453135848045349,0.6559999999999999
1396,"Air New Zealand 's route network focuses on Australasia and the South Pacific , with long-haul services to Asia , Europe and North America .","It flies mainly in Australasia and South Pacific , but it also has services to Europe , North America and Asia .",0.5387864112854004,0.6559999999999999
1397,Give me one minute. Let me just finish what I am doing here.,just give me a second. I'll just do something.,0.833499014377594,0.6559999999999999
1398,"Sweet Dreams"" by Linda Winstead Jones - This one was not so much romance as horror.","Linda Winstead Jones' ""Sweet Dreams"" brought action to the book that was an unexpected delight!",0.6059825420379639,0.6559999999999999
1399,A person in a orange jumpsuit working on a railroad tie.,Older man in orange jumpsuit holding a water hose.,0.7140306830406189,0.6559999999999999
1400,"In January 1830 Sturt 's party reached the confluence of the Murrumbidgee and a much larger river , which Sturt named the Murray River .","From there Sturt used a small boat to travel down the river and reached the Murray River on January 14 , 1830 .",0.7938728332519531,0.6559999999999999
1401,An implementation mechanism for these rules; (c) Appropriate compliance monitoring mechanisms.,(C) adequate mechanisms to monitor compliance with the rules.,0.7988028526306152,0.6559999999999999
1402,"They go in and out a bit, don't they?","they're going a little bit out there, aren't they?",0.6322734951972961,0.6559999999999999
1403,"In practice , the drives are often the same ages , with similar wear .","In practice , however , the drives were often bought together .",0.7295960783958435,0.6559999999999999
1404,"I liked learning a little bit more about Kate and Henry, James too.","James feeds Kate's insecurity and is using Kate to best Henry, plus James is manipulative!",0.34775060415267944,0.6559999999999999
1405,No security system could be that absolute under the circumstances.,"in such circumstances, the absolute security system was not provided.",0.8557659983634949,0.6559999999999999
1406,i want donald trump to win the presidency so bad. he cant be bought out like all the others. and he sticks to his convictions,@NBCNews @realDonaldTrump or the white house!! #trumpforpresident,0.4719569683074951,0.6559999999999999
1407,A man in shorts skateboards down the street.,A young man skateboards off a pink railing.,0.7004127502441406,0.6559999999999999
1408,"Soccer players are on a field, one about to kick a ball, and another trying to steal it from him.",A soccer player in a red shirt kicks the ball while another player in a black shirt tries to stop him.,0.5940380692481995,0.6559999999999999
1409,I'm sorry about the quality of the pictures.,It's third or fourth generation from the quality.,0.4718051850795746,0.6559999999999999
1410,The fruit is thinly sliced and soaked or cooked in honey or sugar to create a chunky syrup .,"This versatile dish is often topped with sugar , butter , fruit , syrup , or other items .",0.8010505437850952,0.6559999999999999
1411,Its acoustics changed abruptly; it was as if it had suddenly become much larger.,"she suddenly had a different acoustics, as if she had suddenly gotten bigger.",0.725138247013092,0.6559999999999999
1412,I really liked Vigholf and Rhona.,This book is also about Rhona & Vigholf.,0.34268754720687866,0.6559999999999999
1413,"Overall, Sanderson's short story writing isn't as enthralling as his novel-length writing.",A much spookier story than most of Sanderson's work.,0.43834424018859863,0.6559999999999999
1414,Freddy would win look what he did to Jason??,I sympathized with Jason in the movie Freddy vs. Jason.,0.4276621341705322,0.6559999999999999
1415,It was with difficulty that he achieved his signature.,he signed up with the difficulties.,0.5479083061218262,0.6559999999999999
1416,But Kenzie seems to have given him a reason to lighten up.,"Ethan, with the help of Kenzie, is a tad less defensive, a tad less sulky and whiny.",0.4634556174278259,0.6559999999999999
1417,"If you're a fan of YA fantasy, look no further than Krystal Wade's debut novel WILDE'S FIRE.",I am definitely rooting for love and light to win the day over darkness and looking forward to Krystal Wade's future novels.,0.5222745537757874,0.6559999999999999
1418,Children participate in a sack race.,Four children are playing together outside.,0.30420008301734924,0.6559999999999999
1419,"Of those , six became hurricanes , of which five became major hurricanes by reaching Category 3 or higher on the Saffir Simpson Scale .","Hurricane Felix was a destructive Category 5 hurricane on the Saffir-Simpson hurricane scale , that struck Central America in 2007 .",0.7293760776519775,0.6559999999999999
1420,This station's supposed to be closed. What were they doing here?,why did they come to the closed station?,0.6860276460647583,0.6559999999999999
1421,A brown and black dog laying next to a colourful ball.,A brown and black dog running to fetch a red ball.,0.7207052111625671,0.6559999999999999
1422,"An escopetarra is a guitar made from a modified gun , used as a peace symbol .",The first escopetarra in 2003 was made from a Winchester rifle and a Stratocaster electric guitar .,0.6073886752128601,0.6559999999999999
1423,He crossed the road with the cart.,Pedestrians and bikers crossing a busy street,0.47326454520225525,0.6559999999999999
1424,I imagined Kaylee hysterical and screaming.,And Kaylee has no idea why she is screaming.,0.23987933993339539,0.6559999999999999
1425,An outdoor market vendor reaches up with a pole to knock rainwater off of the tarp covering her stall.,"Vendors are selling their goods, in an outdoor food market, while shoppers make purchases.",0.5261284112930298,0.6559999999999999
1426,"Port Arthur was also the destination for juvenile convicts , receiving many boys , some as young as nine arrested for stealing toys .","It was for young boys , some as young as 9 , like James Lynch , arrested for stealing toys .",0.8749536871910095,0.6559999999999999
1427,The amniotes spread across the globe and became the dominant land vertebrates .,Almost all vertebrates that live mainly on land are amniotes .,0.6209607720375061,0.6559999999999999
1428,Realize the truth of the matter.,Sorry but that is the truth!!,0.6815209984779358,0.6559999999999999
1429,The Cholistan Desert adjoins the Thar desert spreading into Pakistani Punjab province .,In Pakistan 's Punjab province it is known as the Cholistan desert .,0.6904439926147461,0.6559999999999999
1430,As always- never read a bad Nora Roberts yet!,"Typical Nora Roberts, as she draws you right in.",0.511092483997345,0.6559999999999999
1431,A man by himself fishing in a river that runs through a city.,A male is standing in a river and fishing and is holding a net.,0.547640323638916,0.6559999999999999
1432,A woman is peeling a potato.,A woman is slicing a tomato.,0.7130253314971924,0.6559999999999999
1433,Cinder became Cinderella and poor Ella became nonexistent to her mother.,A clever twist on the classic Cinderella story.,0.17808206379413605,0.6559999999999999
1434,"I need more Izzy, Dex, and Romy!","I also really liked DEX, Izzy, Anderson, and Romy.",0.38249683380126953,0.6559999999999999
1435,The town of Dobele has a Cultural Centre as well as a museum .,Dobele is a town in Latvia with town rights since 1917 .,0.5143642425537109,0.6559999999999999
1436,How does that make this fan fiction?,"In my mind, it's fan fiction.",0.5513404011726379,0.6559999999999999
1437,Niagara Falls is divided into the Horseshoe Falls and the American Falls .,The Horseshoe Falls are the largest out of the three falls .,0.7581961750984192,0.6559999999999999
1438,A dizzying abyss suddenly opens before me.,here it opens up a dizzying chasm.,0.5802404284477234,0.6559999999999999
1439,'Cause I'd tell you if I was.,because I would have told you if I had one.,0.6943596005439758,0.6559999999999999
1440,Even parodies of `` I Kissed a Girl '' are seeing chart success .,It 's not even half as good as Jill Sobule 's song ' I Kissed a Girl ' '' .,0.39897093176841736,0.6559999999999999
1441,"If there are dimensions to the thermodynamic space , then there are unique thermodynamic potentials .","In thermodynamics , thermodynamic potentials are parameters associated with a thermodynamic system and have the dimensions of energy .",0.8366137146949768,0.6559999999999999
1442,"Its natural habitats are forest and woodland , primarily humid .",Its natural habitats are subtropical or tropical moist montanes and rivers .,0.7503505349159241,0.6559999999999999
1443,Several battalions are grouped to form a regiment or a brigade .,More that one battalions are often make up a regiment or a brigade .,0.8031505942344666,0.6559999999999999
1444,Man looking at a computer screen in a lab coat.,Man with goatee looking at a computer screen.,0.545051634311676,0.6559999999999999
1445,"The venture owns five oil refineries and more than 2,100 filling stations in Russia and Ukraine.","TNK-BP has six oil producing units, five refineries and 2,100 filling stations.",0.764815628528595,0.6559999999999999
1446,"And most recently, The Dreadful Tale of Prosper Redding came along.",The Dreadful Tale of Prosper Redding is perfect for this time of year!,0.39670833945274353,0.6559999999999999
1447,Each story here has good balance of beautiful and dark messages.,Each story here has a beautiful message.,0.7624053359031677,0.6559999999999999
1448,But i loved it and hope the final version is published!,I hope this book gets published soon cause i need to know what happens next!,0.6529048681259155,0.6559999999999999
1449,a black and white colored dog jumping around in a body of water.,A dog is jumping over a stream of water on a sandy beach.,0.575185239315033,0.6559999999999999
1450,it is file sharing by the way.,If you use a file sharing program...,0.6659947633743286,0.6559999999999999
1451,"The brewery is renowned for its dark, strong beers.","in particular, the production of strong dark beer was known.",0.6404816508293152,0.6559999999999999
1452,"A laboratory is a facility that provides controlled conditions in which scientific research , experiments , and measurement may be performed .","A laboratory is a work place where scientific research , experiments , or measurement are done .",0.833909809589386,0.6559999999999999
1453,Brazilian leader holds crisis talks on street protests,Brazil leader promises reform vote,0.4904770255088806,0.6559999999999999
1454,Joshua Bell made his Carnegie Hall debut in 1985 with the Saint Louis Symphony Orchestra .,"In 1930 , Szell made his United States debut with the Saint Louis Symphony Orchestra .",0.9824389815330505,0.6559999999999999
1455,"Nilo Murtinho Braga , best known as Nilo was a Brazilian footballer in forward striker role .","Manuel Marinho Alves , best known as Maneca was a Brazilian footballer in striker role .",0.9522565007209778,0.6559999999999999
1456,Putin 'Wins Russian Presidential Election',Polls open in Russian presidential election,0.0,0.6559999999999999
1457,young man sleeping in chair inside large study room,"A man with a beard sleeps in a chair, computer banks behind him.",0.602580189704895,0.6559999999999999
1458,"As others have said, ""ten of six"", though not used in many English speaking areas, would be understood as 5:50.","Ten of six"" probably means 5:50 but I have not heard it before.",0.7898734211921692,0.6559999999999999
1459,Billy Graham has conducted many evangelistic crusades since 1948 .,He has been to over 41 evangelistic crusades since 1948 .,0.8347771763801575,0.6559999999999999
1460,What's that expression? feeling good about the economy.,how to express it? Good feeling is of economics.,0.682215690612793,0.6559999999999999
1461,"It was named in August 2003 , from Norse mythology , where Ymir is the ancestor of all the Jotuns or frost giants .","It was named in August 2003 from Norse mythology , where Suttung is a Jotun or giant who once owned the mead of poetry .",0.7658448815345764,0.6559999999999999
1462,Jennifer L. Armentrout may be one of my most favorite new authors!!,"It's a jennifer l armentrout book, so of course i'd love it!!",0.49245089292526245,0.6559999999999999
1463,"It swept out like lightning, flash after flash.",the glint behind the flash of lightning flashed.,0.6425105333328247,0.6559999999999999
1464,"When Stanwyck 's film career declined in 1957 , she moved to television .","Barbara Stanwyck was an American actress of film , stage , and television .",0.5841153264045715,0.6559999999999999
1465,Even the windows are blown from neighborhood buildings,"surrounding buildings are damaged, the windows of the surrounding buildings are broken.",0.6959526538848877,0.6559999999999999
1466,Stream ciphers represent a different approach to symmetric encryption from block ciphers .,"In modern cryptography , symmetric key ciphers are generally divided into stream ciphers and block ciphers .",0.9076379537582397,0.6559999999999999
1467,I love a guy who makes me laugh alot.,Give him a smile or do something which makes her laugh at you.,0.781788170337677,0.6559999999999999
1468,"Yara, & Treygan are awesome characters that I couldn't get enough of.",Yara got on my nerves for about the first third of the book.,0.486059308052063,0.6559999999999999
1469,You can go to www.bearshare.com to teach for and download songs.,"You visit the www.bearshare.com or the www.limewire.com websites, then you download.",0.5522570013999939,0.6559999999999999
1470,Two dogs wrestle in the grass with a chain link fence in the background.,A long-haired black and brown dog runs through the grass.,0.5680487751960754,0.6559999999999999
1471,"The birth was a difficult one, and it left the countess unable to conceive.","the countess had a difficult birth, and she couldn't bear any more.",0.7300650477409363,0.6559999999999999
1472,He and Despina have the funniest and wittiest interactions.,This made me love Despina so much more than I did already.,0.320684552192688,0.6559999999999999
1473,The Opel Sintra is a large MPV manufactured by General Motors for the European market between 1996 and 1999 .,The Opel/Vauxhall Sintra is an Large MPV produced by Opel from 1996 to 2000 .,0.6442634463310242,0.6559999999999999
1474,I didn't connect with the story and the parts that were supposed to be exciting just didn't do it for me.,"it didn't focus much on the love story but the part when each exposed their feelings was something, felt it all the way thru.",0.8674666881561279,0.6559999999999999
1475,"Glenn is a conflicted heroine, forced to negotiate between her own agenda and the tasks that circumstance have forced upon her.","It isn't a perfect world, but it's endured, much like Glenn and her father have in their own small way.",0.5798123478889465,0.6559999999999999
1476,The story becomes a retelling of Sleeping Beauty.,A retelling of the Sleeping Beauty fairy tale with a Russian twist.,0.6992411017417908,0.6559999999999999
1477,"On January 31 , 2007 Michael Dell returned to the company as CEO .","It is named after Michael Dell , the CEO and creator of the company .",0.5787720680236816,0.6559999999999999
1478,If you love Fallon and Jeff you've got to read this.,I loved reading more about Jeff and Fallon.,0.5952807664871216,0.6559999999999999
1479,"He named his fragrance Eau de Cologne , in honor of his new hometown .","Eau de Cologne , or just `` cologne '' , has now become a generic term .",0.4654752314090729,0.6559999999999999
1480,It is a junction station with a disused branch line to Naushahro Feroze .,"Naushahro Feroze , is town in Naushahro Feroze district , Sindh , Pakistan .",0.4157836139202118,0.6559999999999999
1481,"I don't plan on ever having an abortion, but here's the thing ...I don't think anyone ever PLANS on it.",Dear #BristolPalin. STOP. Just FUCKING STOP. You have choices. It's called #abortion. Take it or leave it but quit whining. #fem2,0.6631169319152832,0.6559999999999999
1482,little girl in pink dress running in grass,A little girl sits in a grassy field with a doll at her side.,0.7037916779518127,0.6559999999999999
1483,A tropical wave that moved off the African coast formed into a tropical depression 300 n mi southeast of Cape Verde on August 19 .,A tropical wave off the coast of Africa organized into Tropical Depression Seven on September 7 while near the Cape Verde islands .,0.8628796935081482,0.6559999999999999
1484,Subsidies: data detailing subsidies received during the accounting year by the holding.,subsidy: The subsidy obtained by the undertaking during the financial year.,0.8117197751998901,0.6559999999999999
1485,"the temperature dropped, as well as the temperature of my heart.",The temperature dropped two or three degrees.,0.5452520847320557,0.6559999999999999
1486,Apple incorporated several features in the design of the MacBook Air to make it more environmentally friendly .,"When the MacBook Air was introduced , Apple described it as the `` world 's thinnest notebook '' .",0.575657308101654,0.6559999999999999
1487,Underfloor radiant heating has long been widespread in China and Korea .,The most common kind of radiant heating is underfloor heating .,0.6512739062309265,0.6559999999999999
1488,a woman drinks a beer as a man shows her something on his laptop,A woman with blond-hair is sitting in a booth with a drink working on her laptop.,0.6395082473754883,0.6559999999999999
1489,"Geared toward the ""tween"" set, it is still enjoyable for adults.","Even though I'm not the target audience (young adults) for this book, I enjoyed it immensely.",0.6889547109603882,0.6559999999999999
1490,He might be at the Stardust next year,"maybe in Rivie next year, maybe in Stardust.",0.6907624006271362,0.6559999999999999
1491,Nice girls Don't Date Date men is funnier than the first book in the series (Nice Girls Don't Have Fangs).,I really enjoyed the pop culture reference lovin Jane Jameson in Nice Girls Don't Date Dead Men.,0.49397164583206177,0.6559999999999999
1492,Let me at least be burned with it.,I wish he would at least burn me.,0.7463586330413818,0.6559999999999999
1493,But The Evolution of Mara Dyer proved me wrong.,"With The Evolution of Mara Dyer, thankfully, the romance is dialed down a lot.",0.4017976224422455,0.6559999999999999
1494,We need someine to bring this country back to life! @realDonaldTrump resuscitate America!,I'm voting for Donald Trump this election #waitonit,0.2731584310531616,0.6559999999999999
1495,A man in black is taking a jump on a snowboard.,A snowboard rider jumping high on his snowboard in the snow.,0.44008857011795044,0.6559999999999999
1496,The science fiction 'breeder' type book.,"It is a beautiful mix of science fiction, paranormal and romance.",0.6345096826553345,0.6559999999999999
1497,I love the addition of Maud and Helen.,Having Maud and Helen reenter Dina's life was one of the best parts about the story.,0.4273773729801178,0.6559999999999999
1498,"She is a mighty enchantress, is she?","it's a powerful incantation and sorceress, isn't it?",0.22117139399051666,0.6559999999999999
1499,There are also two cities in North Yorkshire .,"Towns in North Yorkshire , England , UK .",0.5284110903739929,0.6559999999999999
1500,Reading it made me realise why Terry Pratchett is one of the most read authors.,"Pratchett is hilarious, though; I found myself audibly laughing many times while reading this.",0.6528328061103821,0.6559999999999999
1501,"While Korum is the dominate, Mia knows how to fight him for what she wants.","However, there are instances where the relationship between Korum and Mia becomes very male dominant.",0.5762296915054321,0.6559999999999999
1502,I really enjoyed this book from Edwards prospective.,"Twilight from Edward's perspective, sure to be a guilty pleasure.",0.41043373942375183,0.6559999999999999
1503,"If you enjoy Young Adult Paranormal books, this is a pretty great choice for you.","I recommend this book especially if you enjoyed movies like ""The Craft"".",0.7423302531242371,0.6559999999999999
1504,A man and a child are at the water's edge.,A man and a woman sitting on a ledge close to a body of water.,0.5886688232421875,0.6559999999999999
1505,"However, Kate Messner could have not written it any more accurately than she did.",THE SEVENTH WISH by Kate Messner blends everyday life with a wish-giving fish.,0.343735009431839,0.6559999999999999
1506,The Qingzang railway linking the region to Qinghai in China proper was opened in 2006 .,"A railway line , the Qingzang railway , has been built , linking China to Lhasa .",0.6090480089187622,0.6559999999999999
1507,@HillaryClinton You have proven your dishonesty once again in flip flopping on this issue. People know you were opposed before.,#HILLARY has been lying for so long that her first fib was in morse code #HillNo2016,0.6677757501602173,0.6559999999999999
1508,"Last March 3, I had the chance to meet Tahere Mafi and Ransom Riggs.",As good if not better than the 1st one and Tahereh Mafi .. Oh Tahereh Mafi is my queen.,0.5280024409294128,0.6559999999999999
1509,Tropical Depression Seven formed from a tropical wave on September 7 .,Tropical Depression 14 formed from a tropical wave on October 14 .,1.0,0.6559999999999999
1510,People: Donald Trump is a man who can lead this country into the future.,"@realDonaldTrump Sir, i just want you to know that you'll be the greatest President of this Generation!",0.652034342288971,0.6559999999999999
1511,"You can search on the website ""Youtube",Why not search for some information on their website?,0.7354012131690979,0.6559999999999999
1512,"MULLINSKY IS A FALL GUY, HE TAKES LOTS OF RISKS AND HAS A LOT OF MONEY","Lots of money, often with lots of risks Mullinsky - A fall guy.",0.0,0.6559999999999999
1513,"I particularly love the detail provided about faery existence, breeding and storytelling.","I loved the faery expressions; one in particular stuck out as very clever: ""That's a very heavy acorn for such a little twig.",0.6534584164619446,0.6559999999999999
1514,"The law of Charlemagne was based on Salic Law , an influence as great as that of Greece and Rome .",It stayed important in parts of western Europe for a long time because Charlemagne based his laws on the Salic law .,0.713991641998291,0.6559999999999999
1515,When Connor is attacked by Cabhan it puts Meara completely of her stride.,This is the story of Connor O'Dwyer and Meara Quinn.,0.5254896283149719,0.6559999999999999
1516,is there really lust at 1st sight?,"I believe in lust at first sight, but love?",0.7195407748222351,0.6559999999999999
1517,You ask him to leave his wife and he teases you?,He obviously loves his wife and has no plans to leave her.,0.7154166102409363,0.6559999999999999
1518,You should leave if you are there for your children.,"Then, hurry up and leave quickly, and do not forget the children!",0.730627715587616,0.6559999999999999
1519,"He recorded for Chess in 1950 , and was once again denied release .",He later recorded for Chess was still the music was never released .,0.7967306971549988,0.6559999999999999
1520,The Gist Daisy Giordano is the odd one out in her family.,"Daisy Giordano is the only ""norm"" in a family of psychics.",0.7377833724021912,0.6559999999999999
1521,"This template converts ONS codes to population , rank & density for Scottish councils .",This template converts ONS codes to political control for Scottish councils .,0.6829686760902405,0.6559999999999999
1522,He was the son of Nicolas Desmarest .,"Desmarest was born at Soulaines , in the department of Aube .",0.5608643889427185,0.6559999999999999
1523,"I know this review is super short, but what can I say.",A short review for a short novella.,0.3615438938140869,0.6559999999999999
1524,His parents were Queen Jeanne III and King Antoine of Navarre .,He was the son of Antoine de Bourbon and Jeanne of Navarre .,0.40928909182548523,0.6559999999999999
1525,UNO 's athletic teams participate in the Sun Belt Conference .,The schools teams are a part of the Sun Belt Conference .,0.6584668159484863,0.6559999999999999
1526,the problem isn't who has money.,the problem is who doesn't have money.,0.8915959000587463,0.6559999999999999
1527,"The blue-chip Dow Jones industrial average .DJI climbed 164 points, or 1.91 percent, to 8,765.38, brushing its highest levels since mid-January.","The blue-chip Dow Jones industrial average .DJI tacked on 97 points, or 1.14 percent, to 8,699.",0.584392786026001,0.6559999999999999
1528,The Elementals is more of a southern gothic horror novel more than straight up spooks.,Southern Gothic at it's best !,0.30228254199028015,0.6559999999999999
1529,I'm voting for Donald Trump this election #waitonit,@realDonaldTrump Some people just want to be president. Others want to MAKE AMERICA GREAT AGAIN!,0.33358463644981384,0.6559999999999999
1530,"If that event occurs, I do know where I want to move to.",If it does I know where I'm moving.,0.8026290535926819,0.6559999999999999
1531,Hitting Jacen harder than the jolt from the explosion was Jaina's shocked anguish.,"before the aftershock, he was struck by Jacena Jainin's shock and pain.",0.7172069549560547,0.6559999999999999
1532,So good to have more adventures with Hadrian and Royce.,- We see too little of Royce and Hadrian.,0.6009677052497864,0.6559999999999999
1533,the clitoris and nipples because they are the most sensitive,Some women have very sensitive nipples and some don't.,0.7626035809516907,0.6559999999999999
1534,Children in blue shirts do homework around a large table.,"Nine kids sit at a table, doing homework.",0.5494346022605896,0.6559999999999999
1535,Bruno Walter was a German-born conductor and composer .,Ludwig von Brenner was a German conductor and composer .,0.8756267428398132,0.6559999999999999
1536,"Oh, five to seven days for the 'A' group.",by A Group in about seven days.,0.6882920861244202,0.6559999999999999
1537,A bicycle is incompletely hidden in the weeds at the side of the road.,"in the grasses by the road, he connected the hidden bicycle.",0.8603198528289795,0.6559999999999999
1538,Just ask her and be confident.,Be confident - but not cocky.,0.42712777853012085,0.6559999999999999
1539,Www.imdb.com is an excellent place to confirm that information.,"For more information on Robyn Rihanna Fenty, go to www.imdb.com.",0.375669926404953,0.6559999999999999
1540,"I enjoyed the story for the most part, but way too much time was spent dwelling on Mare as a prisoner.",Can Mare escape her imprisonment before time runs out?,0.47077733278274536,0.6559999999999999
1541,You like that song dear Mamma by Tupac.,Copy the song 'Dear Mother' by Tupac.,0.6991191506385803,0.6559999999999999
1542,Have you ever heard of Arne & Carlos ?,did you hear about Arlo and Karlos?,0.7164527773857117,0.6559999999999999
1543,"The episode aired on December 5 , 1991 .","The episode aired on January 10 , 1991 .",1.0,0.6559999999999999
1544,"Beauty and the Beast is my favorite fairy tale, and I still fully enjoyed Robin McKinley's retelling of it.","Of course the Beast and Beauty end up falling in love, but I'm not entirely sure why.",0.5678341388702393,0.6559999999999999
1545,"There was something otherworldly in Amy Harmon's simple yet eloquent, lyrical writing.","Once more, Amy Harmon enchanted me with her incredible talent.",0.5663260221481323,0.639
1546,A young child in a stroller wearing a green jacket.,a blond child is sleeping in a stroller.,0.6308785080909729,0.633
1547,Many characters in the beast role have very little contributing the the beast aspect.,It's a really different take on the Beauty & the Beast story; with a great introduction to the main characters.,0.726335346698761,0.633
1548,A child kicks a soccer ball.,A kid sitting on a soccer ball at the park.,0.5192036628723145,0.633
1549,But my favourite part of that series was Ridley Duchannes.,"I felt like I was reading about a weak, confused, love sick character who just happened to be named Ridley.",0.6483384966850281,0.633
1550,She is credited with starting Israel 's annual Hebrew Book Week .,She starting the Annual Hebrew Book Week in 1926 .,0.5673118829727173,0.633
1551,"In physics , Compton scattering is a type of scattering that X-rays and gamma rays undergo in matter .",This scattering is one of the main things that happen when gamma rays meet matter .,0.6954582929611206,0.633
1552,"On average, I'd say once or twice a week, sometimes more.",More or Less that once or twice a week. It depends on the couple.,0.7140393257141113,0.633
1553,"Try to get areas, or limewire. Things like that are free.",The music on limewire is free but it is against the law.,0.627665102481842,0.633
1554,"From there, and from a billion other worlds Dust flows.",the dust flows out of billions of worlds.,0.5178666114807129,0.633
1555,a gate began to open in front of the coach.,"After removing the padlock, she pushed the gate open.",0.6353508830070496,0.633
1556,"since other solutions would not enable the objectives pursued, the best legal instrument is the Regulation.","As regards the legislative form of the instrument, a Regulation appears as the most appropriate taking into account both the problems and objectives identified.",0.8460755944252014,0.633
1557,He sometimes includes North Africa in his definition of Eurasia .,Sometimes Eurasia is divided into West Eurasia and East Eurasia .,0.43755632638931274,0.625
1558,A black dog wearing an orange collar is entangled with fishing wire.,The black dog wearing a red collar shakes water off.,0.7595437169075012,0.625
1559,"Go to see the movie Memoirs of a Geisha, it is a beautiful movie.",I just took my girlfriend to see the movie Memoirs of a Geisha.,0.6731154322624207,0.625
1560,That was really the biggest downfall of this for me and the reason I had to give it only a 3.5 stars.,** spoiler alert ** (3.5 Stars) Spoilers shall abound.,0.2830732464790344,0.625
1561,"It's a struggle sometimes to find an easy, light paranormal romance.",The start of a nice paranormal romance series.,0.5203053951263428,0.625
1562,A child sits on top of a large tree stump.,A man and a woman are relaxing with a child among the trees.,0.5069378614425659,0.625
1563,"Argentina claimed South Georgia in 1927 , and the South Sandwich Islands in 1938 .",South Georgia and South Sandwich Islands are an overseas territory of the United Kingdom claimed by Argentina .,0.486825168132782,0.625
1564,@realDonaldTrump: We have got to take our country back. It's time! Win it Mr. Trump,"just want to give a big #shoutout to my #1 man these days, @realDonaldTrump Get 'er done, big guy!!",0.6539254188537598,0.625
1565,This makes the Tipulidae the largest family of Diptera .,This means that the Tipulidae are the largest group of flies .,0.7557839155197144,0.625
1566,Young lady in bikini lying on the beach,A woman in a bikini pulls a dog on a leash at the beach.,0.6440345644950867,0.625
1567,Two young ladies sitting on a bench eating ice cream cones.,A young girl in a blue shirt is eating an ice cream cone.,0.6752244234085083,0.625
1568,"A nice, but rather light, sequel to the Curse of Chalion.",Enjoyed further exploration of the Chalion world.,0.2857317328453064,0.625
1569,Two older women working their spindles diligently.,Two old women enjoying at a gathering.,0.4557609260082245,0.625
1570,Three men riding horses in a rodeo.,Three people wrestle with a bull at a rodeo.,0.4697650671005249,0.625
1571,This is the actual color of the dye from the indigo plant when swatched onto raw fabric .,"Indigo is a dye made from the indigo plant , used to dye cloth .",0.7093536257743835,0.625
1572,"Although it's sometimes hard not to, I never question fate.",Sometimes you have to takes a chance and allow fate to run its course.,0.5396769642829895,0.625
1573,"Well, your phone and Ed's phone say otherwise.","all right, yours and Ed's phone call it something.",0.7609226107597351,0.625
1574,A group of people are eating together.,Two friends are eating at a cafe.,0.7149284482002258,0.625
1575,"Vigoda was born in New York City , the son of Lena and Samuel Vigoda , Jewish immigrants from Russia .","In 1982 , People magazine said that Vigoda had died , even though he did not .",0.5157236456871033,0.625
1576,Who asked if you ever had a girlfriend?,"then when asked have you ever even had a girlfriend, dude?",0.9215015172958374,0.625
1577,"I've waited through four books for their story, but trust me on this one, it was worth it!","I certainly didn't see the ending coming, but it has left me eagerly waiting for the next book.",0.8085814714431763,0.625
1578,Tackey & Tsubasa are a Japanese idol duo from Johnny & Associates .,SMAP is a Japanese idol group formed by Johnny & Associates .,0.568519651889801,0.625
1579,A t-shirt with Metallica's Master of Puppets on it.,"Check out , Master of puppets coz' its supercool.",0.38083118200302124,0.625
1580,"The primary lineup consisted of vocalist Roger Daltrey , guitarist Pete Townshend , bassist John Entwistle , and drummer Keith Moon .","The band 's line-up consists of vocalist Sonny Sandoval , drummer Wuv Bernardo , guitarist Marcos Curiel , and bassist Traa Daniels .",0.9083846807479858,0.625
1581,"His career in Formula One spanned 15 seasons , with his final two full seasons of top-level racing being spent in the CART series .","In his career , he has won 15 top-level doubles titles and $ 1,027,625 in prize money .",0.6516890525817871,0.625
1582,"The next moment he and his four men were in the store-shed with whips in their hands, lashing out in all directions.","in a moment, he ran in with four of his men and began to whip his head.",0.8311059474945068,0.625
1583,"yep, aren't they gonna make the movie until the 7th book?",I think Harry Potter may die in the 7th book of the series.,0.773201584815979,0.625
1584,"Wexford has one rugby club , called Wexford Wanderers .",Wexford is the county town of County Wexford in the Republic of Ireland .,0.39015695452690125,0.625
1585,"Our daughter has always loved her bath, but coming out... not so much.",My wife and I originally had the same problem with our newborn twins fussing when bath time was over.,0.6958814263343811,0.625
1586,"Prompted by the modern Airbus A320 , Boeing initiated development of an updated series of aircraft in 1991 .","By the early 1990s , it became clear that the new Airbus A320 was a serious threat to Boeing 's market share .",0.5500354766845703,0.625
1587,My favourite of all the plays.,It is perhaps one of my favourite Shakespeare plays.,0.5298525094985962,0.625
1588,Can not wait to see what Trisha Wolfe gives us next...and hoping we don't have to wait long!,Trisha Wolfe did an amazing job writing the characters and there relationships.,0.5317333340644836,0.625
1589,Aung San Suu Kyi proclaimed `` a new dawn for the country '' .,Aung San Suu Kyi was the third child in her family .,0.3576020300388336,0.625
