text,label
in this finale to his epic trilogy christopher nolan tells the story of a gotham held hostage,"O,O,B-Relationship,I-Relationship,I-Relationship,I-Relationship,I-Relationship,B-Director,I-Director,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in this futuristic adventure tale mad max is a loner ex cop who comes up against post apocalyptic criminals,"O,O,B-Genre,I-Genre,O,B-Character_Name,I-Character_Name,O,O,B-Plot,I-Plot,I-Plot,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in this horror movie by guillermo del toro a small girl moves into a house with her father and soon to be stepmom little does she know the house is infested with creatures that come out after dark,"O,O,B-Genre,O,O,B-Director,I-Director,I-Director,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in this installment jack sparrow begins a quest to find the fountain of youth with a former female who he must decide was a lover or a foe,"O,O,O,B-Character_Name,I-Character_Name,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in this jim carrey movie a busy father is sent a crate of adorable cold weather animals,"O,O,B-Actor,I-Actor,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in this john carpenter horror classic jamie lee curtis is stalked by a psychotic murderer on an iconic holiday,"O,O,B-Director,I-Director,B-Genre,B-Opinion,B-Actor,I-Actor,I-Actor,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in this movie a determined cuban immigrant takes over a drug cartel while succumbing to greed,"O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in this movie a gay con artist falls in love with a man in prison,"O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in this movie a judge is appointed by the president to lead an assault on the war on drugs and discovers that his daughter is an addict,"O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in this movie a single mother enlists the help of a magical nanny to raise her children while her husband is at war,"O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in this movie a teenage boy fights for his life he is special and in a group of people that is being killed off one by one it is now his turn to die,"O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in this movie a woman suffering from parkinson s befriends a drug rep working for pfizer,"O,O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in this movie about the wedding of two successful black professionals who was the bride s real mother,"O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in this movie aliens are hiding on earth from bounty hunters which can only kill in numerical order,"O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in this movie arnold schwarzenegger is a robot that comes back from the future to save a mom and her son as he is to become their future creator and savior of the human race,"O,O,O,B-Actor,I-Actor,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in this movie daniel craig and rachel weisz play husband and wife who move into their new home where several murders were committed,"O,O,O,B-Actor,I-Actor,O,B-Actor,I-Actor,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in this movie dustin hoffman has an affair with mrs robinson and then falls in love with her daughter,"O,O,O,B-Actor,I-Actor,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in this movie jonah hill plays a record company intern hired to accompany a british rock star to a concert,"O,O,O,B-Actor,I-Actor,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in this movie kate winslet and leonardo dicaprio fall in love aboard a sinking luxury liner,"O,O,O,B-Actor,I-Actor,O,B-Actor,I-Actor,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in this movie kate winslet and leonardo dicaprio two people from a completely different world fall in love aboard a ship before it runs into an iceberg,"O,O,O,B-Actor,I-Actor,O,B-Actor,I-Actor,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in this movie robert de niro is an agent investigation a suspicious package that is of high interest for the russians and for the irish,"O,O,O,B-Actor,I-Actor,I-Actor,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in this movie robert downey jr and zack galifianakis embark on a wild comic cross country journey as downey tries to make it to l a for the birth of his son,"O,O,O,B-Actor,I-Actor,I-Actor,O,B-Actor,I-Actor,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in this movie two very different men try sharing an apartment but their lifestyles become apparently different from one another,"O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in this movie when the arcade closes for the night all of the characters of the video games come to life and interact with each other,"O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in this retelling of the classic dickens story a bitter man is given a chance to repent,"O,O,B-Origin,I-Origin,I-Origin,I-Origin,I-Origin,I-Origin,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in this riotous film staring chevy chase what little critter keeps causing trouble for the golfers,"O,O,O,O,O,B-Actor,I-Actor,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in this sci fi movie set in a futuristic britain a teenager convicted of rape and murder agrees to take part in an experiment in which convicts are programed to detest violence,"O,O,B-Genre,I-Genre,O,O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in this sci fi thriller a naive linda hamilton mistakenly wonders if plastique is a food item,"O,O,B-Genre,I-Genre,I-Genre,O,O,B-Actor,I-Actor,O,O,O,O,O,O,O,O"
in this sequel larry the cable guy plays the voice of a silly tow truck,"O,O,B-Relationship,B-Actor,I-Actor,I-Actor,I-Actor,O,O,O,O,O,B-Plot,I-Plot,I-Plot"
in this sequel to a hit comedy the bride s brother goes missing and the groom ends up with a big face tattoo,"O,O,B-Relationship,O,O,O,B-Genre,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in this sequel to a psychological thriller mad killer jigsaw continues his murder spree with new victims,"O,O,B-Relationship,O,B-Relationship,I-Relationship,I-Relationship,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in this silent film charlie chaplin loses his mind in his industrial job and ends up spinning in the cogs of the machine he s supposed to work on,"O,O,B-Genre,I-Genre,B-Actor,I-Actor,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in this steven spielberg masterpiece richard dreyfuss must try to cope with a possible alien invasion,"O,O,B-Director,I-Director,O,B-Actor,I-Actor,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in this terry gilliam directed flick a ship full of pirate dwarves plunder different eras for treasure,"O,O,B-Director,I-Director,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in this tribute to steven spielberg jj aprams presents a story of schoolkids and aliens,"O,O,O,O,O,O,B-Director,I-Director,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what 1961 sophisticated film feature the main character named holly golightly and starred audrey hepburn,"O,O,B-Year,B-Genre,O,O,O,O,O,O,B-Character_Name,I-Character_Name,O,O,B-Actor,I-Actor"
in what 1972 musical does joel gray earn an oscar for best actor in a supporting role,"O,O,B-Year,B-Genre,O,B-Actor,I-Actor,O,O,B-Award,I-Award,I-Award,I-Award,I-Award,I-Award,I-Award,I-Award"
in what 1975 movie does mcmurphy voluntarily go to a mental institute to escape a prison sentence,"O,O,B-Year,O,O,B-Character_Name,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what 1976 movie did robert de niro ask a mirror you talking to me,"O,O,B-Year,O,O,B-Actor,I-Actor,I-Actor,B-Plot,I-Plot,I-Plot,B-Quote,I-Quote,I-Quote,I-Quote"
in what 1980 s movie did mr miyagi teach daniel how to wax on wax off,"O,O,B-Year,O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,O,O,B-Quote,I-Quote,I-Quote,I-Quote"
in what 1980 movie did lesley nielsen hilariously request that he not be called shirley,"O,O,B-Year,O,O,B-Actor,I-Actor,O,O,O,O,O,O,O,B-Character_Name"
in what 1981 movie directed by sam raimi and starring bruce campbell in which a group of friends at a cabin unleash flesh eating monsters,"O,O,B-Year,O,O,O,B-Director,I-Director,O,O,B-Actor,I-Actor,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what 1994 film directed by quentin tarantino was it revealed that the french version of a mcdonald s big mac is called a royale,"O,O,B-Year,O,O,O,B-Director,I-Director,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
in what 2004 comedy movie is tina the pet llama told to eat the food,"O,O,B-Year,B-Genre,I-Genre,O,B-Character_Name,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what 2005 robert rodridguez movie does actor nick stahl play the character yellow bastard,"O,O,B-Year,B-Director,I-Director,O,O,O,B-Actor,I-Actor,O,O,O,B-Character_Name,I-Character_Name"
in what 2010 action movie do the characters refer to themselves as retired extremely dangerous,"O,O,B-Year,B-Genre,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what 2010 movie did a group of friends get transported back to their 1980 s neighborhood,"O,O,B-Year,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what 2010 movie does jake gyllenhaal play dastan a character who is trying to safeguard a dagger,"O,O,B-Year,O,O,B-Actor,I-Actor,O,B-Character_Name,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what 2011 comedy does paul rudd play a dumb naive hippy named ned who goes to live with his sister after going to jail,"O,O,B-Year,B-Genre,O,B-Actor,I-Actor,O,B-Plot,I-Plot,I-Plot,I-Plot,O,B-Character_Name,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what 2011 comedy film did martin lawrence reprise his title roll as a fbi agent undercover as an obese older woman,"O,O,B-Year,B-Genre,O,O,B-Actor,I-Actor,O,O,O,O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what 2011 movie does seth rogan play a superhero who rides around in a cool car,"O,O,B-Year,O,O,B-Actor,I-Actor,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what 2012 film did amy adams play the daughter of baseball scout clint eastwood,"O,O,B-Year,O,O,B-Actor,I-Actor,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,B-Actor,I-Actor"
in what 2012 movie did michelle pfieffer reunite with director tim burton where she played elizabeth,"O,O,B-Year,O,O,B-Actor,I-Actor,O,O,O,B-Director,I-Director,O,O,O,B-Character_Name"
in what 2012 movie does a killer recreate the horrifying stories written by edgar allen poe,"O,O,B-Year,O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,O,O,B-Origin,I-Origin,I-Origin"
in what 2012 movie does the son of a zookeeper find himself occupying a lifeboat with a bengal tiger,"O,O,B-Year,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what action movie does the lead character use the phrase yippy ki ya followed by an expletive,"O,O,B-Genre,O,O,O,O,O,O,O,O,B-Quote,I-Quote,I-Quote,O,O,O,O"
in what animated film does an adam sandler voiced dracula open a resort for monsters and their families,"O,O,B-Genre,O,O,O,B-Actor,I-Actor,O,B-Character_Name,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what animated japanese film directed and written by hayao miyazaki does a young girl come in contact with many strange spirits,"O,O,B-Genre,I-Genre,O,O,O,O,O,B-Director,I-Director,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what body switching fantasy from disney does an attorney find himself transferred into a furry canine,"O,O,B-Plot,I-Plot,B-Genre,O,B-Director,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what british comedy film do a group of hidden knights in the woods search for a shrubbery,"O,O,B-Genre,I-Genre,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what christmas movie does a single man stop a german from stealing millions of dollars from an office building in la,"O,O,B-Genre,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what classic 1980 s movie does slimer completely destroy the halls of a prestigious hotel,"O,O,B-Opinion,B-Year,I-Year,O,O,B-Character_Name,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what classic animated movie does the character s nose grow every time he tells a lie,"O,O,B-Opinion,B-Genre,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what classic christmas movie does taylor momsen play the adorable little cindy lou who,"O,O,B-Genre,I-Genre,O,O,B-Actor,I-Actor,O,O,O,O,B-Character_Name,I-Character_Name,I-Character_Name"
in what classic kubric film does hal the artificial intelligence turn homicidal aboard the xd 1,"O,O,B-Opinion,B-Director,O,O,B-Character_Name,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what classic movie does a mad doctor bring a monster to life using electricity,"O,O,B-Opinion,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what classic movie does humphrey bogart utter the phrase here s looking at you kid,"O,O,B-Opinion,O,O,B-Actor,I-Actor,O,O,O,B-Quote,I-Quote,I-Quote,I-Quote,I-Quote,I-Quote"
in what comedy adventure film does a pizza delivery man get captured and have a bomb strapped to his chest,"O,O,B-Genre,I-Genre,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what comedy does steve carrell travel a post apocalyptic usa with keira knightly to find someone to love,"O,O,B-Genre,O,B-Actor,I-Actor,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,O,B-Actor,I-Actor,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what comedy movie does kevin james adam sandler and chris rock attempt to be the responsible parents,"O,O,B-Genre,O,O,B-Actor,I-Actor,I-Actor,I-Actor,O,B-Actor,I-Actor,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what comic book movie does a test pilot named hal jordan need to defend mankind from parallax,"O,O,B-Genre,I-Genre,O,O,B-Plot,I-Plot,I-Plot,I-Plot,B-Character_Name,I-Character_Name,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what computer animated movie does the character woody feel threatened by the newcomer buzz lightyear,"O,O,B-Genre,I-Genre,O,O,B-Plot,I-Plot,B-Character_Name,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,B-Character_Name,I-Character_Name"
in what disney film does an eccentric woman with fabulous taste try to corral a large number of purebreds to harness their fur,"O,O,B-Director,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what does josh brolin find himself being pursued by javier bardem for stealing drug money,"O,O,O,B-Actor,I-Actor,O,O,B-Plot,I-Plot,O,B-Actor,I-Actor,B-Plot,I-Plot,I-Plot,I-Plot"
in what fairytale comedy film directed by rob reiner featured the oscar nominated song storybook love,"O,O,B-Genre,I-Genre,I-Genre,O,O,B-Director,I-Director,O,O,B-Award,I-Award,I-Award,B-Soundtrack,I-Soundtrack"
in what famous film does the statue of liberty reveal the ultimate ending to the human race,"O,O,B-Opinion,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what famous holiday film does a young boy get his tongue stuck to a frozen pole,"O,O,O,B-Genre,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what famous sequel do two small hobbits have to convince the trees to stop an evil wizard,"O,O,B-Opinion,B-Relationship,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what fantasy film does a pirates love for a woman bring him back from being mostly dead,"O,O,B-Genre,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what film based on a children s book did jim carrey star alongside many arctic birds,"O,O,O,B-Origin,I-Origin,I-Origin,I-Origin,I-Origin,I-Origin,O,B-Actor,I-Actor,O,O,B-Plot,I-Plot,I-Plot"
in what film did tony curtis and jack lemmon cross dress to romance marilyn monroe,"O,O,O,O,B-Actor,I-Actor,O,B-Actor,I-Actor,B-Plot,I-Plot,I-Plot,I-Plot,B-Actor,I-Actor"
in what film do two genres western and science fiction collide as daniel craig tries to regain his memory,"O,O,O,O,O,O,B-Genre,O,B-Genre,I-Genre,O,O,B-Actor,I-Actor,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what film does an artificial intelligence begin to terrorize the humans traveling with it including tactics such as reading their lips,"O,O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what film does denzel washington portray an alcoholic pilot caught up in a miraculous landing,"O,O,O,O,B-Actor,I-Actor,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what film does nicholas cage teach jay baruchel the ways of being a powerful wizard,"O,O,O,O,B-Actor,I-Actor,O,B-Actor,I-Actor,O,O,O,O,O,O,O"
in what film is private detective philip marlowe hired by a rich family and sees murder blackmail and what might be love,"O,O,O,O,B-Plot,I-Plot,B-Character_Name,I-Character_Name,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what film sequel set in the city that never sleeps does a young boy steal a credit card foil hotel staff and thwart two criminals who just escaped from prison,"O,O,O,B-Relationship,O,O,O,O,O,O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what film starring nicholas cage and john travolta do both actors play the protagonist and the antagonist,"O,O,O,O,B-Actor,I-Actor,O,B-Actor,I-Actor,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what film would a person find rodents of unusual size and a brute squad,"O,O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what found footage made in norway do a group of young adults follow a mysterious hunter,"O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what futuristic horror movie does a plague cause almost every human to turn into vampires,"O,O,B-Genre,I-Genre,O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what gangster movie did robert deniro start as the mob boss known as sam rothstein,"O,O,B-Genre,O,O,B-Actor,I-Actor,O,O,O,O,O,O,O,B-Character_Name,I-Character_Name"
in what horror movie franchise does the killer doll chucky come to life and terror the town,"O,O,B-Genre,O,B-Relationship,O,O,B-Plot,I-Plot,B-Character_Name,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what horror movie franchise sequel does an entity scare a family and try to steal a baby,"O,O,B-Genre,O,O,B-Relationship,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what horror suspense thriller do a group of people get trapped on a elevator with satan,"O,O,B-Genre,I-Genre,I-Genre,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what mega movie action franchise does bruce willis play a new york city detective named john mcclain,"O,O,O,O,B-Genre,O,O,B-Actor,I-Actor,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,O,B-Character_Name,I-Character_Name"
in what movie are two husbands given a free week to do whatever they desire from their wives,"O,O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what movie did family guy creator seth mcfarlane make his feature film directorial debut,"O,O,O,O,O,O,O,B-Director,I-Director,O,O,O,O,O,O"
in what movie did fredo and michael share the kiss of death in revolution era cuba,"O,O,O,O,B-Character_Name,O,B-Character_Name,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what movie did god lay down the law to moses,"O,O,O,O,B-Quote,I-Quote,I-Quote,I-Quote,I-Quote,I-Quote,I-Quote"
in what movie did jake gyllenhall play a man who fell in love with anne hathaway who s character had parkinson s,"O,O,O,O,B-Actor,I-Actor,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what movie did james franco portray an unlucky adventurer who spends a titular amount of time trapped in some rocks before making a very tough decision,"O,O,O,O,B-Actor,I-Actor,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what movie did natalie portman portray a ballet dancer facing a difficult and complex situation,"O,O,O,O,B-Actor,I-Actor,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what movie did sam worthington play the character perseus who must find a way to defeat the kraken,"O,O,O,O,B-Actor,I-Actor,O,O,O,B-Character_Name,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what movie did seth rogen play a guy who s best friend was diagnosed with cancer,"O,O,O,O,B-Actor,I-Actor,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what movie did sylvester stalone write and star in as a down on his luck boxer,"O,O,O,O,B-Actor,I-Actor,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
in what movie did tom hanks play a drunken coach that insists that there s no crying in baseball,"O,O,O,O,B-Actor,I-Actor,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,B-Quote,I-Quote,I-Quote,I-Quote,I-Quote,I-Quote"
in what movie do a female human and male vampire have a hybrid baby after he turns her into a full vampire,"O,O,O,O,B-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot,I-Plot"
